timestamp,mic,accel_x,accel_y,accel_z
253297,4,-0.86,1.41,7.57
253668,3,1.10,0.24,9.18
254025,8,1.10,0.00,9.14
254383,4,-0.31,-0.39,10.32
254782,10,1.65,-1.33,8.75
255168,15,-2.86,2.67,7.06
255554,4,-1.49,1.57,8.87
255925,3,1.84,0.31,10.67
256296,6,1.49,0.20,7.45
256654,3,-0.51,1.45,8.36
257026,8,-1.33,2.28,8.08
257396,3,-2.12,1.61,7.37
257768,5,-2.12,2.12,6.94
258140,11,-2.20,1.33,7.37
258525,6,2.20,-1.22,9.10
258896,6,-1.57,2.71,8.39
259268,9,1.80,0.67,10.20
259639,6,-2.08,3.37,7.65
260011,4,1.29,0.47,9.14
260368,1,-0.75,-1.45,8.28
260754,3,2.94,0.63,10.16
261125,3,-2.67,2.67,7.14
261496,5,-1.02,2.75,8.20
261868,6,-0.04,-0.78,9.49
262253,3,0.98,0.20,9.77
262610,6,-1.61,0.94,8.12
262982,5,2.16,-0.27,9.73
263353,3,0.24,-0.47,8.20
263725,5,3.02,-0.63,9.49
264096,6,1.80,-1.45,8.94
264468,7,1.02,-1.65,9.57
264839,4,2.24,0.47,9.57
265196,2,2.94,0.31,10.08
265568,1,-2.51,2.00,7.34
265938,7,-0.08,-0.78,9.38
266324,2,1.29,-1.88,8.83
266696,4,-0.67,4.00,7.85
267068,4,1.73,-0.55,10.00
267453,6,1.37,-1.29,8.83
267825,1,-1.73,3.22,7.85
268196,5,1.73,0.35,9.73
268553,3,-3.22,2.39,6.94
268924,4,2.31,-1.53,8.83
269296,4,-0.24,0.12,8.36
269667,1,-2.08,1.77,7.57
270039,5,3.69,0.24,9.61
270396,2,-0.63,2.31,7.92
270768,0,1.37,0.75,10.16
271138,0,-1.22,1.14,7.18
271510,3,-3.22,3.26,7.06
271882,1,1.22,0.59,9.73
272239,5,-1.80,2.90,7.61
272610,3,-1.92,2.35,6.75
272982,1,-0.55,3.10,7.22
273353,4,-1.14,2.08,8.00
273724,6,-0.98,2.47,6.94
274096,1,1.33,-0.59,8.71
274467,0,0.94,1.37,9.92
274824,7,-1.18,0.31,9.02
275195,6,1.84,-0.90,9.53
275567,3,-0.59,0.63,8.12
275939,2,-2.31,1.69,6.98
276310,4,2.86,1.14,9.89
276667,8,0.39,0.59,8.51
277024,2,-1.29,0.75,9.85
277396,5,-1.26,1.65,7.49
277767,10,2.47,-0.20,7.69
278153,7,-2.16,2.43,8.00
278524,3,0.47,1.77,9.10
278881,2,-1.33,2.94,7.02
279252,3,2.82,0.82,9.49
279610,0,-3.92,-0.67,9.22
279995,1,-2.28,1.29,7.77
280367,3,-0.47,3.49,7.41
280738,2,0.78,-1.29,8.32
281110,3,-0.31,-0.55,8.24
281495,1,-2.55,1.88,8.12
281867,6,0.00,-0.20,9.85
282238,7,-3.61,3.45,7.57
282609,3,-3.02,3.26,7.45
282981,6,-0.82,0.35,8.16
283353,8,0.75,-0.67,9.22
283723,6,-1.77,2.20,7.26
284095,4,1.26,-0.78,9.26
284467,1,1.22,1.53,7.22
284824,1,-2.16,1.33,7.49
285195,2,2.51,0.90,9.38
285552,0,1.80,0.12,10.47
285924,3,-1.33,0.20,8.16
286296,4,-1.88,2.35,7.18
286666,5,-0.39,-1.18,8.63
287052,4,-2.55,2.55,7.45
287424,3,-0.31,-0.67,8.55
287809,10,-0.20,1.61,8.12
288195,6,-0.24,-0.71,9.22
288581,5,-3.84,1.53,9.26
288952,2,-0.86,2.28,8.36
289324,16,-0.98,-0.43,8.16
289724,7,2.98,0.94,10.16
290095,18,0.51,-0.75,9.26
290481,7,1.18,2.31,8.51
290838,6,-1.77,1.37,8.08
291209,1,-1.73,-0.08,7.92
291595,9,1.80,0.08,9.22
291952,2,1.41,-0.67,8.43
292323,2,-1.57,2.71,8.00
292695,6,-0.35,-0.63,8.36
293081,9,-1.29,1.73,7.34
293452,13,0.47,-0.94,8.63
293837,4,2.00,2.47,7.02
294195,5,1.45,-0.27,8.87
294566,9,-0.47,-0.86,8.28
294951,5,-0.82,0.59,8.20
295323,6,1.96,-0.75,9.53
295695,2,-1.96,1.22,7.37
296066,7,2.08,-0.08,9.92
296437,2,1.33,-1.33,9.22
296809,1,2.67,0.78,9.41
297166,10,0.63,0.24,9.81
297537,10,-0.39,0.35,9.06
297923,4,-1.61,1.26,7.81
298295,2,-2.24,3.61,7.53
298665,5,2.24,2.04,8.75
299023,3,-1.14,2.71,8.16
299395,1,1.53,0.43,10.04
299766,1,2.20,0.00,9.38
300123,5,-1.14,0.59,7.92
300494,1,-1.69,1.73,7.02
300866,11,-0.16,-0.86,9.18
301265,2,0.20,1.57,8.59
301623,1,2.12,0.08,10.28
301995,4,0.20,0.27,9.69
302352,5,-0.90,0.59,9.85
302723,1,-1.77,2.51,6.98
303094,1,1.37,-0.12,9.38
303466,3,-2.04,1.77,7.41
303837,4,0.67,1.45,8.32
304194,2,-2.12,2.71,7.10
304566,4,1.53,-0.55,9.30
304937,6,-2.35,2.20,7.02
305308,8,-1.65,1.45,7.49
305680,9,-2.55,1.37,6.90
306052,1,2.67,-1.02,10.04
306437,3,-0.12,1.84,7.41
306808,1,-2.04,1.57,7.45
307180,3,-1.10,0.98,7.22
307551,0,0.59,0.47,10.08
307922,4,-0.20,0.63,8.98
308294,2,-1.61,0.39,8.08
308666,3,-1.06,0.59,7.85
309037,11,2.20,0.75,10.28
309423,15,-1.73,2.04,8.12
309809,4,2.08,0.39,9.92
310165,2,-1.53,0.63,7.69
310537,2,-0.67,0.12,9.45
310908,4,-1.88,2.39,7.06
311279,2,0.98,-0.51,8.79
311651,9,1.26,-1.29,9.14
312023,3,-1.69,2.12,8.43
312394,7,-0.55,3.77,7.96
312765,1,-1.29,0.86,10.43
313151,11,2.35,0.94,10.20
313537,12,-1.18,3.10,7.49
313922,10,-0.67,-0.12,8.32
314322,1,2.00,1.14,10.12
314693,8,1.26,1.96,7.06
315051,7,-1.69,2.08,7.69
315422,2,-1.77,3.18,7.69
315794,3,1.53,0.63,7.57
316150,1,-1.10,0.27,8.08
316522,9,-0.90,3.53,8.16
316894,9,1.45,-0.20,9.18
317265,8,2.31,0.71,10.04
317636,4,-0.08,-0.04,8.36
318022,10,0.75,2.35,8.98
318394,11,1.73,1.61,8.28
318765,1,-1.77,0.75,7.73
319136,0,-0.31,-0.47,8.20
319522,1,-1.57,3.06,7.18
319893,1,0.24,-0.98,9.30
320265,5,3.10,-0.75,9.57
320636,6,-1.18,-0.31,9.53
321021,10,2.04,1.02,9.69
321393,7,-2.39,2.98,7.41
321765,10,-0.94,3.22,8.08
322150,1,1.88,-0.20,9.85
322522,6,0.71,-0.90,8.90
322893,2,1.33,0.31,9.81
323251,3,-0.35,-0.27,8.51
323636,2,-1.45,2.55,7.37
324007,1,-1.57,2.75,6.98
324379,1,-1.26,0.51,8.12
324750,6,-2.86,2.55,6.94
325122,6,0.43,1.49,8.55
325479,1,-2.94,1.49,9.85
325851,2,-1.96,2.20,6.90
326221,4,2.75,1.45,10.16
326593,3,-2.28,1.06,7.69
326965,12,2.39,1.77,10.28
327350,11,2.12,0.71,10.12
327736,5,1.69,-1.02,8.90
328108,1,1.96,-0.04,10.32
328493,5,-0.90,1.53,7.85
328864,7,-2.82,2.55,8.51
329236,2,-1.26,1.29,7.57
329607,2,-2.63,2.63,6.67
329978,1,-1.96,0.78,8.04
330350,2,-1.29,2.51,6.98
330722,3,1.18,-0.59,9.06
331092,6,-1.14,1.41,7.61
331464,1,-0.67,2.67,7.49
331836,3,-1.65,1.33,7.10
332207,2,0.31,1.92,7.92
332564,8,-2.39,2.75,7.18
332936,0,0.90,0.31,10.36
333307,4,-2.04,3.22,7.73
333678,2,1.53,-0.47,9.53
334050,6,1.37,0.20,10.28
334422,5,1.77,0.35,10.00
334792,6,0.35,0.82,8.90
335150,7,0.51,-1.10,9.34
335521,2,-0.47,-0.51,8.32
335907,0,-1.22,3.84,7.37
336278,4,-2.47,-1.22,8.32
336664,3,2.35,-0.98,9.30
337036,1,-0.24,3.77,7.96
337406,3,0.59,1.77,8.98
337764,1,1.49,0.16,9.77
338121,4,-1.77,1.65,7.18
338493,2,1.49,-1.26,9.69
338864,7,-1.57,2.39,8.28
339235,6,-2.12,-0.98,9.85
339621,7,1.53,1.92,9.02
339978,3,0.71,0.08,9.69
340335,6,-0.98,-0.35,8.51
340721,12,-1.33,2.51,7.57
341106,12,1.84,0.90,10.24
341492,1,1.41,-0.82,9.69
341864,8,1.02,0.35,9.85
342221,2,1.37,0.43,9.06
342578,0,0.98,2.00,8.63
342935,3,2.20,0.39,9.57
343292,9,1.10,-0.24,9.65
343663,5,0.16,0.78,8.90
344020,1,0.00,0.71,8.83
344378,8,1.22,-0.59,8.47
344750,2,1.88,1.06,10.24
345120,2,-0.51,0.67,8.90
345492,0,-1.73,2.55,8.32
345864,5,-1.26,2.63,7.92
346235,2,-2.75,1.73,7.30
346606,2,1.73,-1.02,9.18
346978,11,2.79,0.67,10.12
347364,10,1.29,-0.75,9.10
347749,12,1.73,0.59,9.38
348121,11,2.24,-0.47,10.12
348521,6,2.55,0.31,9.96
348877,10,0.20,1.88,8.63
349249,13,-1.10,2.08,7.26
349635,6,-1.29,2.51,6.90
350006,2,-2.51,1.96,6.75
350377,5,-1.06,3.80,7.37
350749,6,2.31,0.63,9.69
351107,9,-1.61,2.67,7.73
351477,12,1.33,0.24,10.08
351863,2,1.26,-0.78,8.20
352235,7,0.16,-0.04,8.36
352606,2,-0.08,-0.12,8.51
352992,2,-2.04,1.96,7.77
353363,0,-0.86,0.43,8.98
353734,2,1.02,0.75,9.73
354092,5,-1.57,2.31,7.41
354463,5,1.73,0.71,10.20
354835,3,2.24,-0.78,9.53
355206,5,-0.55,1.37,7.85
355577,10,-0.67,0.43,8.67
355963,13,-2.43,2.79,7.18
356348,0,0.08,-0.04,8.32
356720,4,-2.82,3.49,7.30
357092,2,-1.49,3.22,7.53
357463,2,-0.86,-0.90,8.32
357849,7,2.47,0.20,10.04
358220,5,-1.96,1.65,7.22
358591,3,1.37,0.59,9.30
358948,6,1.29,0.27,8.94
359306,8,-2.24,2.75,7.30
359677,3,0.98,0.59,8.98
360034,1,-0.55,-0.08,8.36
360420,9,-1.26,2.67,7.34
360792,0,-2.24,3.37,7.45
361162,5,-2.16,2.47,6.94
361534,9,1.69,0.27,10.16
361906,1,1.73,2.51,7.22
362263,4,-2.63,3.33,7.69
362634,4,-2.12,2.16,6.94
363005,3,1.18,-0.86,8.87
363377,7,-1.69,1.65,7.22
363748,13,1.96,-0.86,8.71
364134,4,-1.26,1.22,8.00
364506,5,2.47,0.47,10.08
364877,2,-2.35,2.98,7.02
365248,7,0.12,0.55,8.12
365605,5,0.47,-0.51,8.08
365977,3,-3.06,1.84,8.87
366348,2,-2.00,1.65,7.45
366720,2,0.43,0.78,9.96
367077,7,-2.75,2.86,6.94
367449,7,-1.22,1.22,7.96
367819,2,-1.33,2.67,6.94
368191,2,-1.18,2.12,7.92
368563,5,2.35,-0.31,10.20
368948,9,0.00,1.77,7.14
369305,11,1.61,-0.12,9.96
369691,6,2.59,1.26,9.34
370048,3,-1.92,1.29,7.85
370419,5,-0.39,-0.47,8.24
370805,7,-0.39,-0.51,9.89
371191,5,0.82,-0.98,9.26
371562,7,-0.39,0.00,8.20
371934,7,-1.65,2.00,7.45
372305,4,-1.96,2.75,6.83
372676,8,-0.59,-0.43,8.36
373062,3,0.78,0.47,10.24
373434,7,0.12,1.37,9.02
373790,8,0.00,-0.98,9.10
374162,3,2.20,0.47,9.89
374519,5,1.73,0.51,10.00
374891,5,-1.92,2.35,7.18
375262,5,-2.04,1.37,7.41
375633,1,-1.57,1.06,10.28
376019,7,-2.24,3.77,7.53
376390,11,-2.24,2.08,7.30
376776,1,-1.49,2.12,6.98
377148,1,-2.00,1.57,7.18
377519,3,0.27,1.73,8.98
377876,4,-0.90,0.63,8.28
378248,8,-1.77,2.43,8.43
378619,4,-2.63,2.67,7.69
378990,3,2.12,0.24,10.28
379362,2,2.28,0.82,10.12
379734,1,1.96,0.35,9.45
380090,5,2.67,0.71,9.49
380447,2,1.69,-0.08,9.49
380819,4,-1.37,2.82,6.67
381191,1,-0.12,3.33,8.04
381561,0,1.26,-0.31,10.36
381947,5,2.51,0.90,9.77
382305,2,1.26,-0.04,9.57
382675,7,-0.94,0.59,7.96
383047,8,-2.16,1.45,7.57
383419,2,3.02,0.16,9.53
383776,4,-1.92,2.55,7.10
384147,10,1.61,1.92,8.59
384519,7,0.16,0.35,9.57
384876,2,-2.31,2.28,7.06
385248,10,2.08,0.47,9.96
385618,11,1.96,3.10,7.37
385990,3,0.63,-0.12,9.89
386362,1,-0.16,0.12,8.20
386733,2,1.77,-0.39,9.57
387104,2,0.94,-1.29,8.63
387476,5,0.24,-0.47,8.20
387847,13,-0.71,-0.08,8.28
388247,0,-0.67,2.43,8.63
388619,8,1.69,0.55,9.92
388976,3,2.47,0.67,9.41
389332,7,1.26,-1.18,8.67
389704,15,1.02,0.31,10.36
390090,11,0.63,0.43,9.10
390461,0,-1.57,2.98,7.41
390833,1,-1.37,3.22,7.02
391204,10,2.47,0.20,8.00
391575,2,2.51,0.98,10.28
391947,13,0.86,-0.94,9.14
392333,7,-1.37,2.16,7.14
392705,5,-2.55,1.37,7.41
393075,3,0.78,-0.82,9.06
393447,4,0.55,0.43,9.26
393804,8,1.49,0.12,9.69
394161,5,1.65,0.63,9.85
394518,8,0.78,1.49,8.75
394875,4,-1.45,3.73,7.45
395247,8,-0.78,3.37,7.02
395618,1,2.20,0.04,10.16
395990,1,-1.45,2.59,7.92
396361,1,-1.73,-0.04,9.92
396746,5,-2.31,2.43,6.75
397118,6,0.55,-0.78,9.02
397490,4,-1.77,3.06,7.53
397861,7,0.71,-0.90,9.18
398232,4,-2.43,2.59,7.10
398604,1,-1.73,0.94,7.85
398976,6,0.71,-1.65,8.32
399346,5,2.12,0.55,10.12
399718,1,1.06,0.39,9.96
400075,8,-2.39,2.39,6.90
400447,5,-1.26,1.45,7.06
400818,10,-1.65,3.33,7.77
401204,11,-2.16,2.63,8.08
401590,2,0.39,0.27,8.90
401946,4,1.37,-0.86,9.10
402318,1,-1.10,2.55,8.36
402690,10,0.51,-0.82,8.63
403075,1,-0.86,0.16,8.00
403446,13,2.71,0.67,9.85
403818,6,-1.14,2.16,7.34
404189,7,-0.78,0.82,8.00
404560,7,1.29,-0.98,8.67
404932,3,-1.02,0.75,9.89
405304,4,2.08,0.82,10.32
405675,2,2.12,-0.94,9.26
406046,2,2.47,0.47,10.04
406418,6,0.55,0.59,10.32
406789,3,1.10,-0.75,9.26
407160,8,-1.26,2.71,8.20
407532,6,-1.45,2.16,7.02
407904,5,0.43,-0.86,8.83
408274,6,-0.94,3.14,8.39
408646,9,1.57,-0.75,9.49
409018,2,0.94,0.08,7.34
409374,2,2.16,1.06,8.16
409732,3,1.96,0.47,9.49
410089,4,-1.84,3.18,6.75
410461,4,-2.08,1.37,7.61
410831,6,-0.78,2.35,8.63
411203,3,1.18,-0.98,9.38
411575,12,1.53,-0.75,9.77
411960,8,0.51,0.71,9.69
412317,1,1.80,3.18,8.00
412675,3,-0.63,1.49,7.34
413046,3,1.77,0.59,9.02
413403,2,-1.41,1.41,7.61
413774,5,-1.37,3.10,7.73
414146,1,2.00,2.59,7.22
414503,2,-1.80,-0.71,8.51
414888,3,-1.73,0.75,7.88
415260,3,-1.49,1.77,7.10
415632,6,1.77,0.67,9.85
415988,10,0.78,0.51,9.22
416360,0,-1.65,2.04,7.14
416732,5,-0.31,1.65,8.75
417102,5,-0.59,0.39,8.00
417474,3,1.69,0.63,10.28
417846,1,0.35,-0.90,8.24
418217,4,-1.22,3.02,7.37
418588,3,0.82,-0.16,9.69
418960,6,-0.63,0.39,8.00
419332,8,1.06,-0.16,9.57
419702,10,-0.71,3.30,8.12
420088,11,1.84,0.24,9.77
420460,3,-1.65,2.20,7.26
420831,3,-0.12,-0.67,8.63
421217,12,-1.18,1.33,7.22
421603,12,-1.06,3.33,8.16
421988,1,-1.61,3.45,7.30
422360,0,1.29,-0.63,8.94
422731,1,-0.47,1.45,8.55
423103,4,0.04,1.96,8.39
423459,2,2.67,0.82,9.30
423817,1,0.43,0.35,9.26
424174,1,0.90,0.39,9.14
424531,3,0.04,1.73,8.79
424888,10,-2.28,2.08,7.06
425274,12,1.18,2.28,6.94
425646,10,0.94,-0.94,8.75
426031,2,2.47,0.71,10.36
426402,7,-1.49,1.65,7.26
426774,2,1.73,-0.51,9.53
427145,11,1.33,-1.18,8.79
427531,1,0.86,-1.06,9.14
427902,0,1.33,-1.22,8.87
428273,4,-0.55,0.35,8.39
428645,8,0.47,-0.08,9.85
429017,9,-1.49,1.92,7.61
429388,1,-1.92,0.82,8.00
429759,8,0.00,-0.98,8.55
430131,8,-0.78,3.06,8.39
430502,10,-1.29,2.71,7.02
430887,11,-0.27,-0.35,8.20
431288,2,0.20,1.45,8.87
431645,7,-1.14,0.90,7.77
432016,5,-1.80,0.90,7.92
432388,1,-1.49,1.57,7.37
432759,3,-0.43,3.26,8.28
433131,7,-2.35,1.37,7.49
433502,6,1.84,0.12,9.49
433859,6,1.06,1.53,8.71
434216,3,-2.08,3.41,7.34
434587,1,-1.22,2.16,7.02
434959,2,0.27,0.43,10.24
435331,6,-0.82,1.96,6.83
435702,5,-1.26,2.86,7.34
436073,4,2.28,0.24,9.81
436430,1,1.29,0.43,10.24
436802,2,0.51,0.86,8.94
437159,8,-3.06,3.41,7.45
437530,8,2.04,0.39,9.81
437888,1,2.51,3.49,7.45
438245,3,-1.65,-0.55,8.08
438630,3,1.37,-0.98,8.47
439002,8,-2.75,-0.12,9.96
439388,5,2.28,0.08,9.38
439745,1,-2.04,0.82,8.04
440116,1,-0.94,0.16,9.89
440487,2,1.22,-0.20,9.34
440859,0,1.61,0.43,10.32
441230,4,-2.04,2.28,8.94
441602,13,-0.12,1.37,8.67
441988,11,1.33,0.43,7.96
442358,2,-0.39,-0.31,8.12
442744,2,-2.98,-0.43,8.39
443130,7,-1.84,2.94,8.08
443501,6,-1.29,-0.94,8.59
443887,18,-1.88,1.41,7.37
444273,0,-2.12,1.26,7.18
444644,9,-1.80,1.57,7.61
445016,1,-1.73,-0.67,9.06
445402,4,-0.75,2.59,8.67
445772,2,0.12,1.84,7.26
446130,6,1.57,3.02,8.32
446487,3,1.22,-0.43,9.14
446859,5,-1.45,1.57,7.22
447229,13,1.84,-0.59,9.53
447616,18,1.41,-1.14,8.59
448002,12,-1.49,2.08,9.92
448387,4,-0.24,-1.57,9.41
448773,3,-0.47,2.75,7.37
449144,10,-1.14,3.14,7.14
449529,2,1.14,0.24,9.96
449887,6,-1.49,3.18,7.69
450258,7,1.02,0.94,10.16
450630,9,0.47,-1.45,9.10
451001,4,-0.71,-0.78,8.43
451387,2,-1.96,1.77,8.55
451759,3,-0.20,0.24,9.22
452129,2,-2.00,0.67,8.08
452501,4,-0.59,3.53,6.98
452873,3,-0.86,2.35,7.57
453243,2,-0.20,0.82,8.08
453615,2,1.61,0.67,9.96
453972,5,1.73,-0.67,9.26
454344,8,1.73,0.31,9.22
454701,2,0.00,-0.31,7.96
455072,2,-0.39,-0.47,8.32
455458,5,-1.77,0.67,7.88
455829,3,-0.16,1.57,9.10
456201,3,-1.41,2.24,7.57
456572,5,0.86,0.00,10.04
456944,10,0.47,-1.06,9.38
457329,3,-0.43,3.30,7.45
457701,2,-0.31,1.37,8.47
458073,1,2.59,0.78,10.12
458443,1,2.71,2.39,7.34
458801,4,1.02,0.00,7.02
459158,18,2.08,0.43,9.81
459530,12,-1.37,3.18,7.49
459915,5,0.27,-1.69,9.06
460286,2,1.80,0.12,9.57
460644,11,-2.24,1.10,7.61
461029,4,-2.20,1.29,7.37
461401,0,-1.92,1.26,7.41
461772,11,-1.22,1.65,8.59
462157,16,-1.22,1.88,7.26
462543,3,-1.29,2.04,7.02
462915,4,-0.47,0.16,8.12
463286,0,-1.10,3.26,7.34
463657,4,2.20,0.39,9.57
464015,9,-1.65,3.02,7.26
464387,2,1.14,2.71,7.14
464743,6,-1.73,-0.86,8.79
465129,4,1.57,-0.24,9.61
465501,7,-1.10,1.84,8.71
465871,2,-1.73,3.10,7.57
466243,7,1.06,-0.94,9.14
466615,6,-2.35,1.57,6.83
466987,1,-0.90,1.96,6.98
467357,12,-0.24,3.06,8.04
467743,8,-2.35,1.69,7.02
468115,8,2.00,0.90,9.69
468471,11,1.49,-0.47,8.55
468857,7,-1.77,2.67,7.22
469229,1,-0.82,3.02,7.18
469600,8,-1.49,2.04,8.39
469971,10,-1.49,3.26,7.65
470358,2,1.77,0.51,9.38
470715,4,-1.80,3.57,7.73
471086,4,-1.53,0.59,10.08
471472,4,-1.45,1.14,7.45
471843,6,1.37,-0.12,8.43
472214,6,0.90,0.43,10.12
472586,3,-0.86,2.08,7.06
472957,10,2.20,0.90,9.69
473328,15,2.04,-0.24,9.61
473714,1,-1.73,1.57,7.65
474086,15,-1.73,2.55,7.41
474471,16,1.41,0.24,10.08
474857,12,1.65,0.04,9.77
475229,0,-1.26,2.47,7.22
475599,6,-1.57,1.77,7.10
475971,6,1.77,0.94,9.92
476328,9,2.12,0.47,9.69
476686,12,2.35,0.98,9.89
477057,11,-0.67,3.33,8.28
477443,8,1.49,0.12,9.81
477800,7,-0.04,1.45,8.43
478172,1,-1.45,1.69,8.00
478542,2,0.51,-0.16,9.85
478914,7,-1.96,0.94,8.04
479286,2,0.82,-0.04,9.81
479656,8,2.55,0.71,9.30
480014,0,0.98,1.65,8.83
480371,0,1.80,0.24,9.53
480729,3,2.04,0.51,9.81
481085,2,1.69,-0.35,9.69
481457,3,1.96,0.31,10.00
481828,7,-1.10,2.67,7.22
482199,14,-1.73,1.57,7.77
482585,6,-1.57,2.16,8.16
482957,6,-1.73,3.30,7.53
483329,2,-0.63,0.55,8.51
483699,7,-1.77,1.61,7.30
484071,3,1.65,-0.16,9.73
484443,6,-1.57,3.22,7.53
484813,0,-2.04,0.51,7.85
485185,1,2.43,0.98,10.00
485557,2,1.57,0.31,9.81
485914,1,1.26,-0.20,9.57
486285,0,1.57,0.43,9.73
486642,15,1.33,0.71,10.12
487028,2,0.75,0.04,9.92
487385,1,2.39,0.82,9.92
487742,8,1.53,0.39,9.10
488099,1,-0.98,3.53,7.41
488471,8,0.55,0.00,9.81
488827,1,1.14,0.51,9.26
489185,6,-0.75,-0.55,8.24
489571,5,2.63,-0.24,9.57
489942,7,1.69,0.31,10.00
490313,4,-0.27,-0.51,8.32
490699,7,-0.94,3.37,7.57
491071,8,-0.78,3.30,7.49
491442,5,-0.94,2.98,6.79
491813,4,-2.04,1.57,7.10
492185,4,0.71,-0.24,9.61
492556,10,-0.71,2.63,8.32
492942,4,0.71,0.82,9.06
493299,4,-0.43,1.69,8.67
493670,11,-1.77,1.84,7.26
494056,7,-1.61,2.67,7.02
494428,0,-0.16,-0.47,8.28
494814,6,-0.24,-0.27,8.12
495199,0,-1.49,-0.39,9.61
495585,8,0.08,-0.94,8.36
495956,1,-0.12,1.22,7.26
496327,3,1.84,0.39,10.24
496699,3,-0.55,0.20,8.04
497071,5,-2.28,2.47,6.79
497441,7,0.94,0.94,9.06
497799,3,-1.33,3.26,7.53
498170,7,0.43,-0.90,8.71
498542,6,-1.61,2.35,8.32
498913,3,-1.77,1.61,9.14
499284,1,-0.94,2.94,8.32
499656,3,1.14,0.04,9.77
500013,0,0.78,0.90,8.98
500370,1,-1.41,2.31,6.90
500742,1,-1.18,0.67,7.81
501113,2,2.24,1.96,8.71
501470,3,1.29,0.59,7.96
501827,13,-1.77,1.84,6.79
502213,8,2.16,-0.04,9.89
502584,0,-1.61,2.12,7.06
502956,3,-0.16,0.39,9.30
503327,8,-2.00,2.63,6.98
503699,10,-1.41,1.45,7.37
504084,3,-1.69,2.47,6.94
504456,2,-0.51,0.78,8.08
504827,3,1.14,-1.06,9.49
505198,8,-1.06,2.00,7.37
505570,14,0.90,-0.12,9.77
